,county,state,total_10,total_20,total_one_10,total_one_20,wh_10,wh_20,bl_10,bl_20,na_10,na_20,as_10,as_20,ha_10,ha_20,o_10,o_20,total_change,total_1_change,wh_change,bl_change,na_change,as_change,ha_change,o_change,Abb,county_state,price_change,wh_p_10,wh_p_20,bl_p_10,bl_p_20,na_p_10,na_p_20,as_p_10,as_p_20,ha_p_10,ha_p_20,o_p_10,o_p_20,wh_p_change_20,bl_p_change_20,na_p_change_20,as_p_change_20,ha_p_change_20,o_p_change_20,adj_price_change,county_size_20,median_p
72,Athens County,Ohio,64757.0,62431.0,63384.0,59509.0,59448.0,54513.0,1774.0,2894.0,162.0,247.0,1747.0,1223.0,16.0,2.0,237.0,630.0,-3.591889679880168,-6.11353022844882,-8.301372628179248,63.134160090191656,52.46913580246913,-29.994275901545507,-87.5,165.82278481012656,OH,Athens_County_OH,26.211489088575096,91.80165850796052,87.31719818679822,2.739472180613679,4.635517611443033,0.25016600521951293,0.3956367830084413,2.6977778464104265,1.9589626948150758,0.024707753601927205,0.0032035367045217924,0.3659836002285467,1.0091140619243644,-4.484460321162302,1.8960454308293544,0.14547077778892836,-0.7388151515953507,-0.021504216897405413,0.6431304616958177,-10.539135391025223,medium,147100
73,Atlantic County,New Jersey,274549.0,274534.0,265659.0,248886.0,179566.0,156796.0,44138.0,41519.0,1050.0,1253.0,20595.0,21784.0,92.0,342.0,20218.0,27192.0,-0.005463505603735581,-6.313733018644202,-12.680574273526169,-5.933662603652182,19.333333333333332,5.773245933478999,271.7391304347826,34.494015233949945,NJ,Atlantic_County_NJ,15.026190766232176,65.40398981602556,57.11350870930376,16.076547355845406,15.123445547728151,0.38244539226149066,0.4564097707387792,7.501393193928953,7.9349005951903955,0.03350950103624489,0.1245747339127394,7.364077086421732,9.904784106886579,-8.2904811067218,-0.9531018081172551,0.07396437847728854,0.4335074012614424,0.09106523287649451,2.540707020464847,-21.724433713368143,large,220500
74,Audubon County,Iowa,6119.0,5674.0,6082.0,5527.0,6032.0,5469.0,10.0,17.0,8.0,5.0,25.0,5.0,1.0,1.0,6.0,30.0,-7.272430135643079,-9.125287734297927,-9.333554376657824,70.0,-37.5,-80.0,0.0,400.0,IA,Audubon_County_IA,40.71541732677393,98.5781990521327,96.38702855128656,0.16342539630658603,0.2996122664786746,0.13074031704526884,0.08812125484666902,0.40856349076646514,0.08812125484666902,0.016342539630658605,0.017624250969333802,0.09805523778395162,0.5287275290800141,-2.191170500846141,0.13618687017208858,-0.042619062198599816,-0.32044223591979615,0.0012817113386751969,0.43067229129606244,3.9647928471736122,small,88800
75,Auglaize County,Ohio,45949.0,46422.0,45520.0,44822.0,44959.0,43929.0,132.0,240.0,84.0,86.0,172.0,255.0,16.0,41.0,157.0,271.0,1.0294021632679708,-1.5333919156414764,-2.2909762227807557,81.81818181818183,2.380952380952381,48.25581395348838,156.25,72.61146496815286,OH,Auglaize_County_OH,38.25562068060536,97.84543733269494,94.62970143466461,0.2872750223073407,0.5169962517771746,0.18281137783194412,0.18525699022015424,0.3743280593701713,0.549308517513248,0.03482121482513221,0.088320193011934,0.34168317047160984,0.583774934298393,-3.2157358980303314,0.22972122946983387,0.0024456123882101166,0.17498045814307678,0.05349897818680179,0.24209176382678316,1.5049962010050422,medium,147600
76,Augusta County,Virginia,73750.0,77487.0,72839.0,74044.0,68848.0,69142.0,2930.0,3116.0,160.0,185.0,368.0,467.0,15.0,31.0,518.0,1103.0,5.067118644067796,1.654333530114362,0.42702765512433183,6.348122866894198,15.625,26.902173913043477,106.66666666666667,112.93436293436294,VA,Augusta_County_VA,24.057016069387483,93.35322033898305,89.23045155961645,3.9728813559322034,4.021319705240879,0.21694915254237288,0.23874972576045012,0.49898305084745764,0.602681740162866,0.020338983050847456,0.040006710803102453,0.7023728813559322,1.4234645811555486,-4.122768779366595,0.04843834930867574,0.02180057321807724,0.10369868931540838,0.019667727752254997,0.7210916997996164,-12.693608410212835,medium,221000
77,Austin County,Texas,28417.0,30167.0,27793.0,26193.0,22379.0,20164.0,2668.0,2440.0,138.0,277.0,118.0,201.0,1.0,8.0,2489.0,3103.0,6.158285533307527,-5.756845248803655,-9.897671924572144,-8.545727136431784,100.72463768115942,70.33898305084746,700.0,24.668541582965045,TX,Austin_County_TX,55.24125329904581,78.75215539993667,66.84125037292405,9.388746173065417,8.088308416481587,0.4856248020551079,0.9182218981005734,0.4152443959601647,0.6662909802101634,0.0035190203047471584,0.026519043988464216,8.758841538515677,10.286074187025559,-11.910905027012618,-1.3004377565838308,0.43259709604546553,0.2510465842499987,0.023000023683717057,1.527232648509882,18.49062881944549,medium,235600
78,Autauga County,Alabama,54571.0,58805.0,53702.0,55648.0,42855.0,42160.0,9643.0,11445.0,232.0,217.0,474.0,881.0,32.0,35.0,466.0,910.0,7.758699675651903,3.623701165692153,-1.6217477540543694,18.687130561028724,-6.4655172413793105,85.86497890295358,9.375,95.27896995708154,AL,Autauga_County_AL,15.915140128385783,78.53072144545638,71.69458379389508,17.67055762218028,19.462630728679535,0.42513422880284396,0.3690162401156364,0.8685932088471898,1.4981719241561091,0.05863920397280607,0.05951874840574781,0.8539334078539884,1.5474874585494431,-6.836137651561302,1.7920731064992559,-0.056117988687207576,0.6295787153089193,0.000879544432941734,0.6935540506954547,-20.835484351214536,medium,167500
79,Avery County,North Carolina,17797.0,17806.0,17647.0,17110.0,16364.0,15746.0,709.0,664.0,75.0,89.0,56.0,63.0,8.0,1.0,435.0,547.0,0.05057032084059111,-3.0430101433671446,-3.77658274260572,-6.346967559943582,18.666666666666668,12.5,-87.5,25.74712643678161,NC,Avery_County_NC,28.367716250452403,91.94808113727032,88.43086600022464,3.983817497331011,3.729080085364484,0.4214193403382593,0.4998315174660227,0.31465977411923357,0.35381332135235316,0.04495139630274765,0.005616084465910367,2.4442321739619035,3.071998202852971,-3.5172151370456817,-0.2547374119665271,0.07841217712776344,0.03915354723311959,-0.039335311836837285,0.6277660288910676,-8.382908229147915,small,163000
80,Avoyelles Parish,Louisiana,42073.0,39693.0,41391.0,37886.0,28188.0,25625.0,12398.0,10706.0,503.0,364.0,141.0,359.0,3.0,9.0,158.0,823.0,-5.656834549473534,-8.468024449759609,-9.092521640414361,-13.647362477819003,-27.634194831013914,154.60992907801418,200.0,420.8860759493671,LA,Avoyelles_Parish_LA,23.510269019380956,66.99783709267226,64.55798251580883,29.467829724526418,26.97201017811705,1.1955410833551208,0.9170382687123674,0.3351317947377178,0.9044415891970876,0.007130463717823782,0.02267402312750359,0.37553775580538584,2.0734134482150504,-2.439854576863425,-2.4958195464093684,-0.2785028146427534,0.5693097944593698,0.015543559409679806,1.6978756924096645,-13.240355460219362,medium,105400
81,Baker County,Florida,27115.0,28259.0,26690.0,27154.0,22686.0,22565.0,3680.0,3847.0,76.0,122.0,132.0,157.0,5.0,14.0,111.0,449.0,4.219066937119676,1.738478831022855,-0.533368597372829,4.53804347826087,60.526315789473685,18.939393939393938,180.0,304.5045045045045,FL,Baker_County_FL,55.34421575585521,83.66586760095888,79.85066704412753,13.571823713811543,13.613362114724511,0.2802876636548036,0.43172086768817014,0.486815415821501,0.5555752149757599,0.018439977872026555,0.04954173891503591,0.40936750875898953,1.5888743409179378,-3.8152005568313427,0.04153840091296779,0.15143320403336652,0.0687597991542589,0.031101761043009355,1.1795068321589484,18.59359127625489,medium,172400
82,Baker County,Oregon,16134.0,16668.0,15753.0,15635.0,15264.0,14936.0,57.0,77.0,181.0,186.0,78.0,66.0,9.0,21.0,164.0,349.0,3.3097805875790254,-0.7490636704119851,-2.148846960167715,35.08771929824561,2.7624309392265194,-15.384615384615385,133.33333333333331,112.80487804878048,OR,Baker_County_OR,59.74469866071427,94.60766084046114,89.60883129349652,0.3532911863146151,0.46196304295656343,1.1218544688236025,1.1159107271418287,0.4834510970621049,0.3959683225341973,0.05578281889178133,0.12598992080633548,1.0164869220280153,2.093832493400528,-4.998829546964615,0.10867185664194834,-0.0059437416817738065,-0.08748277452790759,0.07020710191455415,1.0773455713725126,22.99407418111395,small,192700
83,Baldwin County,Alabama,182265.0,231767.0,179542.0,216743.0,156153.0,189399.0,17105.0,18217.0,1216.0,1582.0,1348.0,2067.0,89.0,143.0,3631.0,5335.0,27.15935588291773,20.719942965991244,21.290657240014603,6.5010230926629635,30.098684210526315,53.338278931750736,60.67415730337079,46.92922060038557,AL,Baldwin_County_AL,57.66476221131408,85.67360711052588,81.71957181134502,9.384687131374648,7.860049101036817,0.6671604531862947,0.6825820759642226,0.7395824760650701,0.8918439639810671,0.04883000027432584,0.061699896879193326,1.9921542808547992,2.3018807681852897,-3.954035299180859,-1.5246380303378304,0.015421622777927912,0.15226148791599703,0.012869896604867488,0.3097264873304906,20.91413773171376,large,217400
84,Baldwin County,Georgia,45720.0,43799.0,45164.0,42439.0,25121.0,22655.0,18965.0,18404.0,98.0,83.0,582.0,599.0,19.0,28.0,379.0,670.0,-4.201662292213474,-6.033566557435125,-9.816488197125912,-2.958080674927498,-15.306122448979592,2.9209621993127146,47.368421052631575,76.78100263852242,GA,Baldwin_County_GA,27.230369691414612,54.94531933508311,51.72492522660335,41.480752405949254,42.019224183200535,0.2143482064741907,0.18950204342564897,1.2729658792650917,1.367611132674262,0.04155730533683289,0.0639284001917852,0.8289588801399825,1.5297152903034315,-3.2203941084797663,0.5384717772512815,-0.02484616304854173,0.09464525340917018,0.022371094854952304,0.7007564101634489,-9.520254788185706,medium,138300
85,Ballard County,Kentucky,8249.0,7728.0,8097.0,7362.0,7808.0,7103.0,238.0,208.0,14.0,13.0,15.0,33.0,1.0,0.0,21.0,5.0,-6.315917080858285,-9.077436087439793,-9.02920081967213,-12.605042016806722,-7.142857142857142,120.0,-100.0,-76.19047619047619,KY,Ballard_County_KY,21.711196427172304,94.6538974421142,91.91252587991718,2.8851982058431322,2.691511387163561,0.16971754152018428,0.16821946169772256,0.1818402230573403,0.42701863354037267,0.012122681537156019,0.0,0.2545763122802764,0.06469979296066253,-2.741371562197017,-0.19368681867957127,-0.0014980798224617231,0.24517841048303238,-0.012122681537156019,-0.18987651931961386,-15.039428052428015,small,138300
86,Bandera County,Texas,20485.0,20851.0,20115.0,18339.0,19010.0,17110.0,98.0,110.0,166.0,157.0,57.0,97.0,2.0,15.0,782.0,850.0,1.786673175494264,-8.82923191648024,-9.994739610731195,12.244897959183673,-5.421686746987952,70.17543859649122,650.0,8.695652173913043,TX,Bandera_County_TX,54.407960199004975,92.79960947034415,82.05841446453408,0.4783988284110325,0.5275526353652104,0.8103490358799122,0.7529614886576184,0.2782523797900903,0.46520550573114,0.00976324139614352,0.07193899573161959,3.8174273858921164,4.0765430914584435,-10.74119500581007,0.04915380695417787,-0.05738754722229389,0.18695312594104968,0.06217575433547607,0.2591157055663271,17.657335719404657,medium,239900
87,Banks County,Georgia,18395.0,18035.0,18135.0,17053.0,16877.0,15838.0,427.0,395.0,57.0,103.0,165.0,190.0,3.0,14.0,606.0,513.0,-1.9570535471595545,-5.966363385718224,-6.156307400604373,-7.494145199063232,80.7017543859649,15.151515151515152,366.66666666666663,-15.346534653465346,GA,Banks_County_GA,63.40130744462875,91.74775754281055,87.81813141114499,2.3212829573253604,2.19018574993069,0.3098668116335961,0.5711117271971167,0.8969828757814623,1.0535070695869144,0.016308779559662954,0.07762683670640422,3.294373471051916,2.844469087884669,-3.9296261316655574,-0.13109720739467035,0.2612449155635206,0.15652419380545213,0.06131805714674127,-0.4499043831672469,26.65068296502843,small,190200
88,Bannock County,Idaho,82839.0,87018.0,80633.0,81011.0,74401.0,72902.0,625.0,748.0,2619.0,3104.0,1079.0,1197.0,188.0,268.0,1721.0,2792.0,5.044725310542136,0.4687906936366004,-2.014757866157713,19.68,18.51851851851852,10.936051899907321,42.5531914893617,62.23126089482859,ID,Bannock_County_ID,76.65554688054512,89.8139765086493,83.77806890528396,0.7544755489564094,0.8595922682663357,3.161554340346938,3.567078075800409,1.3025265877183452,1.3755774667310212,0.22694624512608796,0.30798225654462297,2.077523871606369,3.2085315681812956,-6.035907603365345,0.10511671930992628,0.4055237354534711,0.07305087901267604,0.081036011418535,1.1310076965749265,39.9049224009448,medium,170500
89,Barbour County,Alabama,27457.0,25223.0,27199.0,24523.0,13180.0,11317.0,12875.0,11933.0,114.0,116.0,107.0,117.0,29.0,1.0,894.0,1039.0,-8.13635866992024,-9.838597007242914,-14.1350531107739,-7.316504854368933,1.7543859649122806,9.345794392523365,-96.55172413793103,16.21923937360179,AL,Barbour_County_AL,7.643261964735511,48.002330917434534,44.867779407683464,46.891503077539426,47.30999484597391,0.4151946680263685,0.4598977124053443,0.3897002585861529,0.4638623478571145,0.10561969625232182,0.00396463545177021,3.2560002913646793,4.119256234389248,-3.13455150975107,0.4184917684344853,0.04470304437897582,0.07416208927096157,-0.1016550608005516,0.8632559430245683,-29.107362514864807,medium,118800
90,Barnes County,North Dakota,11066.0,10853.0,10910.0,10459.0,10668.0,10025.0,86.0,186.0,72.0,103.0,58.0,69.0,2.0,3.0,24.0,73.0,-1.9248147478763782,-4.133822181484876,-6.027371578552681,116.27906976744187,43.05555555555556,18.96551724137931,50.0,204.16666666666666,ND,Barnes_County_ND,51.583826937934596,96.4033977950479,92.37077305814061,0.7771552503162842,1.7138118492582697,0.6506416049159588,0.9490463466322676,0.5241279595156334,0.6357689118216161,0.018073377914332188,0.027642126600939832,0.21688053497198626,0.6726250806228693,-4.03262473690728,0.9366565989419855,0.2984047417163088,0.1116409523059827,0.009568748686607644,0.45574454565088307,14.833202458334277,small,152800
91,Barnstable County,Massachusetts,215888.0,228996.0,211187.0,213114.0,200194.0,196459.0,4062.0,6603.0,1324.0,1224.0,2287.0,3223.0,85.0,81.0,3235.0,5524.0,6.071666790187505,0.9124614677986809,-1.8656902804279847,62.55539143279173,-7.552870090634441,40.92697857455182,-4.705882352941177,70.75734157650696,MA,Barnstable_County_MA,47.9278932512189,92.73048988364337,85.79145487257419,1.8815311643074186,2.883456479589163,0.613280960498036,0.5345071529633706,1.0593455866004595,1.4074481650334503,0.039372267101460016,0.03537179688728188,1.4984621655673314,2.4122692099425316,-6.93903501106918,1.0019253152817442,-0.07877380753466545,0.34810257843299075,-0.0040004702141781395,0.9138070443752002,11.177268771618579,large,396700
92,Barnwell County,South Carolina,22621.0,20589.0,22290.0,19833.0,11899.0,10493.0,10015.0,8825.0,85.0,78.0,126.0,161.0,5.0,18.0,160.0,258.0,-8.982803589584899,-11.022880215343204,-11.816119001596773,-11.882176734897653,-8.235294117647058,27.77777777777778,260.0,61.25000000000001,SC,Barnwell_County_SC,16.732952491141813,52.60156491755449,50.96410704745252,44.27302064453384,42.86269367137792,0.37575703991865966,0.37884307154305696,0.5570045532911896,0.781970955364515,0.02210335528933292,0.08742532420224391,0.7073073692586535,1.2530963135654962,-1.6374578701019686,-1.410326973155918,0.0030860316243973007,0.2249664020733254,0.06532196891291099,0.5457889443068428,-20.017671988458506,medium,121200
93,Barren County,Kentucky,42173.0,44485.0,41476.0,42257.0,38997.0,39270.0,1630.0,1724.0,89.0,147.0,183.0,260.0,33.0,54.0,544.0,802.0,5.482180542052973,1.8830166843475746,0.7000538502961766,5.766871165644172,65.1685393258427,42.07650273224044,63.63636363636363,47.42647058823529,KY,Barren_County_KY,35.44374451798104,92.46911531074385,88.27694728560189,3.865032129561568,3.875463639429021,0.2110354966447727,0.3304484657749803,0.4339269200673417,0.5844666741598291,0.07824911673345505,0.12138923232550297,1.2899248334242286,1.8028548949083962,-4.192168025141953,0.010431509867453226,0.11941296913020763,0.15053975409248743,0.04314011559204792,0.5129300614841676,-1.3068799616192806,medium,134000
94,Barron County,Wisconsin,45870.0,46711.0,45351.0,44751.0,44076.0,42567.0,407.0,819.0,406.0,472.0,223.0,346.0,3.0,5.0,236.0,542.0,1.8334423370394592,-1.3230138254944763,-3.4236319085216445,101.22850122850122,16.25615763546798,55.15695067264574,66.66666666666666,129.66101694915255,WI,Barron_County_WI,39.443137254901956,96.08894702419882,91.12842799340626,0.8872901678657074,1.753334332384235,0.8851100937431873,1.0104686262336495,0.48615652932199693,0.740724882789921,0.006540222367560497,0.010704116803322557,0.5144974929147591,1.1603262614801653,-4.960519030792554,0.8660441645185276,0.12535853249046225,0.25456835346792406,0.0041638944357620606,0.6458287685654062,2.692512775301637,medium,160400
95,Barrow County,Georgia,69367.0,83505.0,67759.0,76740.0,54665.0,57644.0,7889.0,10369.0,186.0,405.0,2382.0,3274.0,36.0,23.0,2601.0,5025.0,20.381449392362363,13.254327838368335,5.449556388914297,31.43617695525415,117.74193548387098,37.447523089840466,-36.11111111111111,93.19492502883506,GA,Barrow_County_GA,85.88421887390962,78.8054838756181,69.0305969702413,11.372842994507474,12.417220525717022,0.2681390286447446,0.4850008981498114,3.433909495869794,3.920723309981438,0.05189787651188606,0.02754326088258188,3.7496215779837674,6.017603736303215,-9.774886905376789,1.0443775312095482,0.2168618695050668,0.48681381411164404,-0.024354615629304178,2.2679821583194477,49.1335943943093,medium,172000
96,Barry County,Michigan,59173.0,62423.0,58398.0,59083.0,57350.0,57488.0,219.0,313.0,272.0,261.0,219.0,247.0,6.0,15.0,332.0,759.0,5.49236983083501,1.172985376211514,0.24062772449869224,42.922374429223744,-4.044117647058823,12.785388127853881,150.0,128.6144578313253,MI,Barry_County_MI,65.53761323355653,96.91920301488854,92.09426012847828,0.3701012286008822,0.5014177466638899,0.45966910584219156,0.41811511782516064,0.3701012286008822,0.3956874869839642,0.010139759687695402,0.024029604472710377,0.5610667027191455,1.2158979863191453,-4.8249428864102555,0.13131651806300776,-0.04155398801703092,0.02558625838308204,0.013889844785014975,0.6548312835999998,28.78698875395621,medium,179000
97,Bartholomew County,Indiana,76794.0,82208.0,75582.0,77198.0,68824.0,65763.0,1420.0,1826.0,209.0,305.0,2632.0,5390.0,48.0,49.0,2449.0,3865.0,7.050029950256532,2.1380752030906827,-4.44757642682785,28.591549295774648,45.933014354066984,104.7872340425532,2.083333333333333,57.81951817068192,IN,Bartholomew_County_IN,45.636953551912555,89.621585019663,79.9958641494745,1.8491027944891527,2.2211950175165436,0.2721566789072063,0.3710101206695212,3.4273510951376407,6.556539509536785,0.06250488319399954,0.05960490463215259,3.1890512279605177,4.701488906189179,-9.625720870188502,0.37209222302739087,0.09885344176231492,3.1291884143991444,-0.0028999785618469484,1.5124376782286615,8.886329072312236,medium,168200
98,Barton County,Kansas,27674.0,25493.0,27129.0,23556.0,24567.0,21157.0,399.0,312.0,148.0,149.0,54.0,80.0,16.0,3.0,1945.0,1855.0,-7.881043578810436,-13.170408050425744,-13.880408678308301,-21.804511278195488,0.6756756756756757,48.148148148148145,-81.25,-4.627249357326478,KS,Barton_County_KS,33.44344816737455,88.77285538772855,82.99140940650375,1.4417865144178652,1.2238653748087711,0.53479800534798,0.5844741693798298,0.19512900195129002,0.3138116345663515,0.05781600057816,0.011767936296238183,7.028257570282576,7.276507276507277,-5.781445981224806,-0.2179211396090941,0.04967616403184971,0.11868263261506151,-0.04604806428192182,0.24824970622470133,-3.3071763122257707,medium,102800
99,Bartow County,Georgia,100157.0,108901.0,98065.0,100984.0,82862.0,82391.0,10178.0,11512.0,393.0,481.0,719.0,1186.0,60.0,44.0,3853.0,5370.0,8.730293439300299,2.9765971549482484,-0.5684149549853974,13.106700727058362,22.391857506361323,64.95132127955495,-26.666666666666668,39.37191798598494,GA,Bartow_County_GA,70.21782554931988,82.73211058637938,75.65678919385496,10.162045588426171,10.571069136187914,0.3923839571872161,0.4416855676256416,0.7178729394850085,1.089062543043682,0.05990594766217039,0.04040366938779258,3.8469602723723755,4.931084195737412,-7.075321392524415,0.409023547761743,0.049301610438425514,0.3711896035586735,-0.01950227827437781,1.0841239233650368,33.467201069719565,large,186900
100,Bastrop County,Texas,74171.0,97216.0,72022.0,80549.0,54750.0,55730.0,5772.0,5759.0,739.0,1268.0,489.0,765.0,66.0,74.0,10206.0,16953.0,31.07009478097909,11.839437949515426,1.7899543378995433,-0.22522522522522523,71.58322056833559,56.44171779141104,12.121212121212121,66.10817166372722,TX,Bastrop_County_TX,102.44988864142539,73.81591187930593,57.32595457537853,7.782017230453951,5.923921988150099,0.9963462808914535,1.304312047399605,0.6592873225384585,0.7869075049374589,0.08898356500519071,0.07611915734035549,13.760094915802673,17.4384874917709,-16.489957303927397,-1.8580952423038521,0.30796576650815155,0.12762018239900041,-0.012864407664835223,3.6783925759682266,65.69926416182507,medium,214400
101,Bath County,Kentucky,11591.0,12750.0,11464.0,12405.0,11175.0,12192.0,152.0,128.0,29.0,4.0,17.0,21.0,7.0,1.0,84.0,59.0,9.999137261668537,8.208304256803908,9.100671140939598,-15.789473684210526,-86.20689655172413,23.52941176470588,-85.71428571428571,-29.761904761904763,KY,Bath_County_KY,18.94488188976378,96.41100854110948,95.62352941176471,1.311362263825382,1.003921568627451,0.2501941161245794,0.03137254901960784,0.14666551634889138,0.16470588235294117,0.06039168320248468,0.00784313725490196,0.7247001984298163,0.4627450980392157,-0.7874791293447743,-0.30744069519793094,-0.21882156710497158,0.01804036600404979,-0.05254854594758272,-0.26195510039060055,-17.805742589836537,small,110200
102,Baxter County,Arkansas,41513.0,41627.0,40909.0,39404.0,40231.0,38489.0,67.0,90.0,232.0,255.0,169.0,234.0,17.0,9.0,193.0,327.0,0.27461277190277744,-3.6788970642156986,-4.329994283015584,34.32835820895522,9.913793103448276,38.46153846153847,-47.05882352941176,69.43005181347151,AR,Baxter_County_AR,21.497373029772337,96.91181075807577,92.46162346553919,0.16139522559198322,0.2162058279482067,0.5588610796617927,0.6125831791865857,0.4071013899260473,0.5621351526653374,0.04095102738901067,0.02162058279482067,0.4649146050634741,0.7855478415451509,-4.450187292536583,0.05481060235622348,0.05372209952479301,0.15503376273929015,-0.01933044459419,0.3206332364816768,-15.253251449827982,medium,135000
103,Bay County,Florida,168852.0,175216.0,163617.0,159888.0,138731.0,131304.0,18180.0,17856.0,1153.0,1033.0,3353.0,4138.0,161.0,208.0,2039.0,5349.0,3.7689811195603253,-2.2791030271915513,-5.35352588822974,-1.782178217821782,-10.407632263660018,23.411869967193557,29.19254658385093,162.33447768513977,FL,Bay_County_FL,58.09332594849073,82.16130102101249,74.93836179344352,10.766825385544736,10.19085015067117,0.6828465164759671,0.5895580312300247,1.985762679743207,2.361656469728792,0.09534977376637528,0.11871062003470004,1.2075663895008648,3.0528033969500505,-7.222939227568972,-0.5759752348735656,-0.09328848524594235,0.37589378998558476,0.023360846268324756,1.8452370074491857,21.34270146889041,large,211600
104,Bay County,Michigan,107771.0,103856.0,105364.0,97365.0,101451.0,93305.0,1702.0,1705.0,564.0,463.0,578.0,538.0,14.0,5.0,1055.0,1349.0,-3.6327026751166827,-7.591777077559699,-8.02949207006338,0.17626321974148063,-17.907801418439718,-6.920415224913495,-64.28571428571429,27.86729857819905,MI,Bay_County_MI,35.56801034705755,94.13571368921139,89.84074102603606,1.579274572937061,1.6416961947311663,0.5233318796336677,0.4458095824988445,0.5363223872841488,0.5180249576336466,0.012990507650481112,0.004814358342320135,0.9789275408041124,1.2989138807579725,-4.294972663175329,0.062421621794105375,-0.07752229713482317,-0.018297429650502184,-0.008176149308160977,0.31998633995386017,-1.182614132542767,large,111100
105,Bayfield County,Wisconsin,15014.0,16220.0,14583.0,15380.0,13024.0,13493.0,46.0,59.0,1435.0,1696.0,48.0,36.0,1.0,2.0,29.0,94.0,8.032502997202611,5.465267777549202,3.6010442260442264,28.26086956521739,18.18815331010453,-25.0,100.0,224.13793103448273,WI,Bayfield_County_WI,21.71888856044932,86.74570400959105,83.18742293464858,0.3063807113360863,0.3637484586929717,9.557746103636605,10.456226880394574,0.3197016118289596,0.22194821208384713,0.006660450246436659,0.012330456226880395,0.19315305714666312,0.5795314426633785,-3.558281074942471,0.05736774735688538,0.8984807767579692,-0.09775339974511249,0.005670005980443735,0.38637838551671544,-15.031735919151,small,188300
106,Beadle County,South Dakota,17398.0,19149.0,17113.0,17825.0,15599.0,13861.0,147.0,165.0,189.0,328.0,632.0,2071.0,17.0,58.0,529.0,1342.0,10.064375215542016,4.160579676269503,-11.141739855118917,12.244897959183673,73.54497354497354,227.68987341772151,241.17647058823528,153.68620037807185,SD,Beadle_County_SD,42.50511990486886,89.65973100356362,72.38498093895242,0.8449247039889642,0.8616637944540185,1.0863317622715256,1.7128831792782913,3.6326014484423497,10.815186171601649,0.09771238073341763,0.30288787926262467,3.040579376939878,7.00819886155935,-17.274750064611197,0.016739090465054285,0.6265514170067656,7.1825847231593,0.20517549852920702,3.967619484619472,5.754495425268544,small,140600
107,Bear Lake County,Idaho,5986.0,6372.0,5922.0,6137.0,5767.0,6036.0,6.0,10.0,29.0,32.0,22.0,13.0,1.0,2.0,97.0,44.0,6.448379552288673,3.630530226274907,4.664470261834576,66.66666666666666,10.344827586206897,-40.909090909090914,100.0,-54.63917525773196,ID,Bear_Lake_County_ID,82.89296306282013,96.34146341463415,94.72693032015066,0.10023387905111927,0.15693659761456372,0.4844637487470765,0.5021971123666039,0.3675242231874373,0.20401757689893282,0.01670564650851988,0.031387319522912745,1.6204477113264282,0.6905210295040803,-1.614533094483491,0.05670271856344444,0.01773336361952743,-0.1635066462885045,0.014681673014392865,-0.9299266818223478,46.14233858321981,small,166500
108,Beaufort County,North Carolina,47759.0,44652.0,47152.0,42822.0,32551.0,29817.0,12223.0,10303.0,208.0,168.0,165.0,166.0,19.0,16.0,1986.0,2352.0,-6.505580100085847,-9.18306752629793,-8.399127522963964,-15.7080913032807,-19.230769230769234,0.6060606060606061,-15.789473684210526,18.429003021148034,NC,Beaufort_County_NC,14.512922465208739,68.1567872024121,66.7764041924214,25.59308193220126,23.07399444593747,0.43552000670030777,0.37624294544477294,0.3454846206997634,0.37176386276090656,0.03978307753512427,0.035832661470930754,4.158378525513516,5.267401236226821,-1.3803830099907088,-2.5190874862637926,-0.059277061255534835,0.026279242061143182,-0.003950416064193517,1.1090227107133046,-22.23770201439158,medium,159300
109,Beaufort County,South Carolina,162233.0,187117.0,158900.0,172860.0,116606.0,130860.0,31290.0,27973.0,481.0,738.0,1889.0,2441.0,119.0,137.0,8515.0,10711.0,15.338432994520227,8.785399622404027,12.224070802531601,-10.600830936401406,53.43035343035343,29.22181048173637,15.126050420168067,25.78978273634762,SC,Beaufort_County_SC,41.909675489756225,71.8756356598226,69.93485359427524,19.2870747628411,14.94947011762694,0.2964871511961192,0.3944056392524463,1.164374695653782,1.3045313894515196,0.07335129104436212,0.07321622300485792,5.2486238927961635,5.724226019014841,-1.940782065547367,-4.337604645214162,0.09791848805632714,0.14015669379773765,-0.00013506803950420754,0.4756021262186776,5.159051010155906,large,303300
110,Beauregard Parish,Louisiana,35654.0,36549.0,34793.0,34566.0,29321.0,29529.0,4655.0,4111.0,356.0,304.0,224.0,223.0,17.0,32.0,220.0,367.0,2.510237280529534,-0.6524300865116547,0.7093891749940316,-11.686358754027927,-14.606741573033707,-0.4464285714285714,88.23529411764706,66.81818181818183,LA,Beauregard_Parish_LA,25.54792711909164,82.23761709766086,80.79290815070179,13.05603859314523,11.247913759610386,0.9984854434285073,0.8317601028755917,0.6282605037302967,0.6101398123067663,0.04768048465810288,0.08755369503953596,0.6170415661636843,1.0041314399846781,-1.444708946959068,-1.808124833534844,-0.16672534055291566,-0.018120691423530455,0.03987321038143308,0.3870898738209938,-11.20269736050868,medium,170200
