,county,state,total_10,total_20,total_one_10,total_one_20,wh_10,wh_20,bl_10,bl_20,na_10,na_20,as_10,as_20,ha_10,ha_20,o_10,o_20,total_change,total_1_change,wh_change,bl_change,na_change,as_change,ha_change,o_change,Abb,county_state,price_change,wh_p_10,wh_p_20,bl_p_10,bl_p_20,na_p_10,na_p_20,as_p_10,as_p_20,ha_p_10,ha_p_20,o_p_10,o_p_20,wh_p_change_20,bl_p_change_20,na_p_change_20,as_p_change_20,ha_p_change_20,o_p_change_20,adj_price_change,county_size_20,median_p
788,Hart County,Georgia,25213.0,25828.0,24894.0,24648.0,19515.0,19447.0,4710.0,4334.0,29.0,63.0,218.0,335.0,0.0,2.0,422.0,467.0,2.4392178638004207,-0.9881899252832008,-0.34844991032539074,-7.983014861995754,117.24137931034481,53.669724770642205,inf,10.66350710900474,GA,Hart_County_GA,41.20692444588254,77.40054733669139,75.29425429766145,18.680839249593465,16.780238500851787,0.11502002934993853,0.2439213256930463,0.8646333240788482,1.2970419699550875,0.0,0.007743534148985597,1.6737397374370366,1.808115223788137,-2.1062930390299357,-1.9006007487416774,0.12890129634310776,0.4324086458762393,0.007743534148985597,0.13437548635110041,4.456299966282224,medium,163900
789,Hart County,Kentucky,18199.0,19288.0,17969.0,18509.0,16906.0,17577.0,885.0,705.0,31.0,39.0,36.0,47.0,1.0,6.0,110.0,135.0,5.983845266223419,3.005175580165841,3.9690050869513787,-20.33898305084746,25.806451612903224,30.555555555555557,500.0,22.727272727272727,KY,Hart_County_KY,39.674937185929636,92.8952140227485,91.12919950228121,4.86290455519534,3.655122355868934,0.17033902961701192,0.20219825798423893,0.19781306665201384,0.2436748237245956,0.005494807407000384,0.031107424305267525,0.6044288147700423,0.6999170468685193,-1.7660145204672943,-1.207782199326406,0.031859228367227016,0.04586175707258175,0.02561261689826714,0.09548823209847701,2.9243127063293173,small,111300
790,Hartford County,Connecticut,894014.0,899498.0,870120.0,819125.0,647237.0,554184.0,119191.0,127194.0,2387.0,3145.0,37958.0,53844.0,289.0,328.0,63058.0,80430.0,0.6134132127684802,-5.860685882407024,-14.376959290028227,6.714433136730122,31.755341432760787,41.851520101164446,13.494809688581316,27.54924038187066,CT,Hartford_County_CT,11.861755084625237,72.39674099063326,61.61036489241777,13.332117841555055,14.140553953427357,0.26699805595885523,0.34963946556857267,4.245794808582416,5.986005527527576,0.03232611569841188,0.036464783690458455,7.053357106264555,8.941654122632846,-10.786376098215491,0.808436111872302,0.08264140960971744,1.7402107189451597,0.0041386679920465755,1.8882970163682913,-24.88886939497508,very_large,244500
791,Hartley County,Texas,6062.0,5382.0,5994.0,4840.0,5272.0,3746.0,418.0,197.0,22.0,30.0,29.0,24.0,3.0,5.0,250.0,838.0,-11.217419993401517,-19.252585919252585,-28.9453717754173,-52.87081339712919,36.36363636363637,-17.24137931034483,66.66666666666666,235.2,TX,Hartley_County_TX,30.03126085446337,86.96799736060706,69.60237829803047,6.895414054767403,3.6603493125232256,0.3629165291982844,0.5574136008918618,0.4783899703068294,0.4459308807134894,0.04948861761794787,0.09290226681531029,4.124051468162323,15.570419918246007,-17.365619062576584,-3.235064742244177,0.19449707169357738,-0.032459089593339985,0.04341364919736242,11.446368450083684,-6.71936362513695,small,181100
792,Harvey County,Kansas,34684.0,34024.0,33874.0,31329.0,31693.0,28658.0,564.0,650.0,251.0,267.0,256.0,261.0,10.0,11.0,1100.0,1482.0,-1.9028947064929074,-7.513136919171045,-9.576247120815323,15.24822695035461,6.374501992031872,1.953125,10.0,34.72727272727273,KS,Harvey_County_KS,26.819736199316075,91.37642717102987,84.22877968492828,1.6261100219121207,1.9104161768163648,0.7236766232268481,0.784740183399953,0.7380924922154307,0.7671055725370327,0.02883173797716526,0.03233011991535387,3.171491177488179,4.355748883141311,-7.14764748610159,0.28430615490424405,0.06106356017310488,0.02901308032160199,0.003498381938188605,1.1842577056531325,-9.930888280284243,medium,139700
793,Hawaii County,Hawaii,185079.0,200629.0,130544.0,141384.0,62348.0,67365.0,1020.0,1251.0,869.0,1027.0,41050.0,39607.0,22389.0,28096.0,2868.0,4038.0,8.401817602213109,8.303713690403235,8.04676974401745,22.647058823529413,18.181818181818183,-3.515225334957369,25.49019607843137,40.79497907949791,HI,Hawaii_County_HI,56.131409272336505,33.68723626127221,33.576900647463724,0.5511160099200882,0.6235389699395402,0.46952922805936925,0.5118901056178319,22.179717850215315,19.741413255312043,12.096996417745935,14.003957553494262,1.5496085455400128,2.0126701523707937,-0.11033561380848766,0.07242296001945192,0.04236087755846263,-2.438304594903272,1.9069611357483272,0.4630616068307809,19.380784792736186,large,394600
794,Hawkins County,Tennessee,56833.0,56721.0,56205.0,54606.0,54817.0,53148.0,740.0,683.0,119.0,120.0,278.0,266.0,11.0,13.0,240.0,376.0,-0.19706860450794433,-2.8449426207632773,-3.044675921703121,-7.7027027027027035,0.8403361344537815,-4.316546762589928,18.181818181818183,56.666666666666664,TN,Hawkins_County_TN,38.542621448212664,96.452765118857,93.70074575554027,1.3020604226417751,1.204139560303944,0.20938539228969083,0.21156185539747183,0.48915242904650463,0.46896211279772926,0.01935495222845882,0.022919201001392782,0.42228986680273783,0.6628938135787451,-2.752019363316734,-0.09792086233783115,0.002176463107780996,-0.020190316248775375,0.0035642487729339624,0.24060394677600727,1.7919969686123451,medium,140000
795,Hays County,Texas,157107.0,241067.0,152662.0,192699.0,126712.0,147092.0,5536.0,9881.0,1224.0,2175.0,1821.0,5091.0,137.0,189.0,17232.0,28271.0,53.44128523872266,26.225910835702404,16.08371740640192,78.48627167630057,77.69607843137256,179.57166392092256,37.95620437956204,64.06104921077066,TX,Hays_County_TX,98.28785446762974,80.65331271044575,61.0170616467621,3.523713138179712,4.09886048277035,0.7790868643663236,0.9022387966830797,1.1590826634077411,2.1118610178912913,0.08720171602793002,0.07840144026349521,10.968320953235693,11.727445067139012,-19.636251063683645,0.5751473445906381,0.12315193231675614,0.9527783544835502,-0.008800275764434803,0.7591241139033187,61.537229988029424,large,259100
796,Haywood County,North Carolina,59036.0,62089.0,58406.0,59067.0,56405.0,56440.0,624.0,663.0,303.0,363.0,215.0,370.0,15.0,1.0,844.0,1230.0,5.171420827969374,1.1317330411259117,0.06205123659250067,6.25,19.801980198019802,72.09302325581395,-93.33333333333333,45.7345971563981,NC,Haywood_County_NC,41.61549021024492,95.54339724913612,90.90177003978161,1.0569821803645234,1.0678219974552658,0.5132461548885425,0.5846446230411184,0.36418456534995597,0.5959187617774485,0.02540822548953181,0.0016105912480471579,1.4296361542109899,1.9810272350980045,-4.64162720935451,0.010839817090742443,0.07139846815257589,0.23173419642749254,-0.023797634241484653,0.5513910808870146,4.864865730644603,medium,196900
797,Haywood County,Tennessee,18787.0,17864.0,18612.0,17345.0,8617.0,7695.0,9465.0,9032.0,31.0,59.0,21.0,26.0,0.0,9.0,478.0,524.0,-4.912971735774738,-6.807436062755212,-10.69977950562841,-4.574749075541469,90.32258064516128,23.809523809523807,inf,9.623430962343097,TN,Haywood_County_TN,28.393524283935246,45.86682280300208,43.075459023734886,50.38058231756002,50.55978504254366,0.1650077181029435,0.3302731751007613,0.11177942194070369,0.14554411106135245,0.0,0.05038065382892969,2.544312556555065,2.9332736229287955,-2.7913637792671935,0.17920272498363943,0.1652654569978178,0.03376468912064877,0.05038065382892969,0.3889610663737306,-8.357100195665073,small,110700
798,Heard County,Georgia,11834.0,11412.0,11629.0,10810.0,10284.0,9672.0,1159.0,942.0,36.0,33.0,56.0,53.0,3.0,6.0,91.0,104.0,-3.565996281899611,-7.042737982629632,-5.950991831971995,-18.723037100949096,-8.333333333333332,-5.357142857142857,100.0,14.285714285714285,GA,Heard_County_GA,44.28521495980427,86.90214635795166,84.75289169295478,9.793814432989691,8.25446898002103,0.3042082136217678,0.2891692954784437,0.4732127767449721,0.46442341395022785,0.02535068446848065,0.052576235541535225,0.7689707622105797,0.9113214160532772,-2.1492546649968887,-1.5393454529686608,-0.015038918143324087,-0.008789362794744238,0.027225551073054577,0.14235065384269752,7.534590480203953,small,138100
799,Hempstead County,Arkansas,22609.0,20065.0,22177.0,18713.0,13431.0,11006.0,6646.0,5683.0,88.0,140.0,82.0,96.0,19.0,5.0,1911.0,1783.0,-11.252156220973948,-15.619786265049376,-18.0552453279726,-14.489918748119168,59.09090909090909,17.073170731707318,-73.68421052631578,-6.698063840920984,AR,Hempstead_County_AR,29.123711340206203,59.4055464637976,54.8517318714179,29.39537352381795,28.322950411163717,0.38922552965633156,0.697732369798156,0.36268742536158166,0.47844505357587835,0.08403733026670795,0.024919013207077,8.452386217877836,8.886120109643658,-4.553814592379702,-1.0724231126542314,0.30850684014182445,0.11575762821429669,-0.059118317059630957,0.4337338917658222,-7.626913139394116,medium,93700
800,Henderson County,Kentucky,46250.0,44793.0,45449.0,42460.0,41217.0,37648.0,3590.0,3652.0,96.0,101.0,196.0,241.0,13.0,44.0,337.0,774.0,-3.15027027027027,-6.576602345486149,-8.659048450881917,1.7270194986072425,5.208333333333334,22.95918367346939,238.46153846153845,129.67359050445106,KY,Henderson_County_KY,37.474154329666696,89.11783783783784,84.04884691804523,7.762162162162162,8.153059629852878,0.20756756756756756,0.22548166008081622,0.4237837837837838,0.538030495836403,0.028108108108108106,0.098229634094613,0.7286486486486486,1.7279485633916014,-5.068990919792611,0.3908974676907162,0.01791409251324866,0.11424671205261927,0.0701215259865049,0.9992999147429528,0.7235298500663774,medium,146000
801,Henderson County,North Carolina,106740.0,116281.0,104721.0,108474.0,94914.0,94151.0,3224.0,3388.0,449.0,565.0,1022.0,1347.0,178.0,629.0,4934.0,8394.0,8.938542252201612,3.583808405190936,-0.8038856227743009,5.086848635235732,25.83518930957684,31.800391389432487,253.3707865168539,70.12565869477098,NC,Henderson_County_NC,47.7215463249586,88.92074198988196,80.96851592263569,3.020423458872026,2.91363163371488,0.4206483042908,0.48589193419389237,0.9574667416151397,1.1584007705472088,0.16676035225782276,0.5409310205450589,4.622447067640997,7.2187201692451906,-7.952226067246272,-0.10679182515714558,0.06524362990309235,0.20093402893206913,0.37417066828723616,2.5962731016041936,10.970921845358284,large,239600
802,Henderson County,Tennessee,27769.0,27842.0,27284.0,26548.0,24764.0,24079.0,2187.0,1950.0,48.0,70.0,76.0,93.0,3.0,2.0,206.0,354.0,0.26288307105045194,-2.697551678639496,-2.766112098207075,-10.83676268861454,45.83333333333333,22.36842105263158,-33.33333333333333,71.84466019417476,TN,Henderson_County_TN,33.93173198482932,89.17858043141634,86.48444795632497,7.875688717634772,7.003807197758782,0.17285462206057114,0.251418719919546,0.27368648492923764,0.33402772789311114,0.010803413878785697,0.007183391997701315,0.7418344196766178,1.2714603835931326,-2.694132475091365,-0.8718815198759904,0.07856409785897486,0.0603412429638735,-0.003620021881084382,0.5296259639165148,-2.8188924947709992,medium,113500
803,Henderson County,Texas,78532.0,82150.0,77106.0,75317.0,67395.0,64501.0,4887.0,4790.0,433.0,675.0,328.0,526.0,32.0,31.0,4031.0,4794.0,4.607039168746498,-2.3201826057634944,-4.29408709844944,-1.9848577859627583,55.8891454965358,60.36585365853659,-3.125,18.928305631356984,TX,Henderson_County_TX,56.98718388047427,85.8185198390465,78.51612903225806,6.222940966739673,5.830797321972002,0.5513675953751338,0.8216676810712111,0.4176641369123415,0.6402921485088253,0.04074772067437478,0.03773584905660377,5.132939438700148,5.835666463785757,-7.302390806788438,-0.3921436447676703,0.27030008569607733,0.22262801159648382,-0.0030118716177710073,0.7027270250856095,20.23655940087395,medium,156300
804,Hendricks County,Indiana,145448.0,174788.0,143125.0,164023.0,131117.0,141092.0,7084.0,13521.0,293.0,429.0,3028.0,5693.0,59.0,78.0,1544.0,3210.0,20.17215774709862,14.601222707423581,7.607709145267203,90.86674195369847,46.41638225255973,88.01188903566711,32.20338983050847,107.90155440414509,IN,Hendricks_County_IN,50.37546367502036,90.14699411473516,80.72178868114516,4.8704691711127,7.7356569100853605,0.2014465650954293,0.2454401904020871,2.0818436829657334,3.257088587317207,0.04056432539464276,0.04462548916401583,1.0615477696496343,1.8365105155960362,-9.425205433590008,2.8651877389726605,0.04399362530665779,1.1752449043514734,0.004061163769373072,0.7749627459464019,13.624839195420044,large,208000
805,Hendry County,Florida,39140.0,39619.0,38093.0,31834.0,23436.0,18446.0,5261.0,4357.0,672.0,648.0,279.0,350.0,24.0,14.0,8421.0,8019.0,1.2238119570771588,-16.430840311868323,-21.292029356545488,-17.18304504846987,-3.571428571428571,25.448028673835125,-41.66666666666667,-4.773779836123976,FL,Hendry_County_FL,89.94153037878145,59.8773633111906,46.558469421237284,13.441492079713848,10.997248794770185,1.71691364333163,1.6355788889169338,0.71282575370465,0.8834145233347637,0.061318344404701075,0.035336580933390545,21.51507409299949,20.240288750347055,-13.318893889953316,-2.4442432849436635,-0.08133475441469629,0.1705887696301137,-0.02598176347131053,-1.2747853426524358,53.19090589918113,medium,113100
806,Hennepin County,Minnesota,1152425.0,1281565.0,1114976.0,1190934.0,856834.0,855122.0,136262.0,171511.0,10591.0,11938.0,71905.0,97864.0,506.0,459.0,38878.0,54040.0,11.205935310323882,6.812523318887581,-0.19980532985385732,25.868547357296972,12.718345765272401,36.10180098741395,-9.288537549407115,38.998919697515305,MN,Hennepin_County_MN,48.38356164383562,74.35052172592577,66.72482472601858,11.823936481766708,13.382934146921926,0.9190185912315334,0.931517324521191,6.23945159120984,7.636288444206888,0.04390741262988915,0.03581558485133411,3.3735817949107316,4.216719401669053,-7.625696999907191,1.5589976651552178,0.01249873328965756,1.3968368529970476,-0.008091827778555036,0.8431376067583214,11.632937164235301,very_large,296900
807,Henrico County,Virginia,306935.0,334389.0,299736.0,313088.0,181719.0,170651.0,90669.0,97568.0,1012.0,1338.0,20052.0,32296.0,127.0,154.0,6157.0,11081.0,8.944564810138953,4.454586702965276,-6.090722489117814,7.608995356737143,32.21343873517787,61.061240773987635,21.25984251968504,79.97401331817443,VA,Henrico_County_VA,40.609068956265084,59.20439180934074,51.03367634700903,29.54013064655383,29.177993295233996,0.32971150243536906,0.40013277948736353,6.5329792952905335,9.658212441198724,0.04137683874435956,0.04605414651797756,2.005962174401746,3.313805178998113,-8.170715462331714,-0.36213735131983427,0.07042127705199447,3.125233145908191,0.004677307773618002,1.307843004596367,3.858444476664765,large,262700
808,Henry County,Alabama,17302.0,17146.0,17126.0,16464.0,11865.0,11888.0,4942.0,4248.0,57.0,50.0,54.0,73.0,2.0,4.0,206.0,201.0,-0.9016298693792625,-3.8654677099147494,0.19384745048461863,-14.042897612302713,-12.280701754385964,35.18518518518518,100.0,-2.4271844660194173,AL,Henry_County_AL,9.183140619171953,68.57588718067275,69.3339554415024,28.563171887643048,24.775457832730666,0.3294416830424229,0.29161320424588827,0.31210264709282165,0.4257552781989969,0.011559357299734134,0.023329056339671063,1.190613801872616,1.1722850810684708,0.7580682608296456,-3.7877140549123816,-0.037828478796534615,0.11365263110617524,0.011769699039936929,-0.01832872080414516,-27.567483860428368,small,135400
809,Henry County,Georgia,203922.0,240712.0,198945.0,225110.0,112201.0,89241.0,75277.0,118124.0,555.0,832.0,5968.0,8064.0,129.0,132.0,4815.0,8717.0,18.04121183589804,13.151876146673706,-20.463275728380317,56.9191120793868,49.90990990990991,35.120643431635386,2.3255813953488373,81.03842159916927,GA,Henry_County_GA,70.20272444492116,55.02152783907572,37.07376449865399,36.91460460372103,49.07275083917711,0.27216288580928,0.34564126424939345,2.926609193711321,3.3500614842633523,0.0632594815664813,0.05483731596264415,2.361196928237267,3.6213400245937057,-17.94776334042173,12.15814623545608,0.07347837844011346,0.42345229055203104,-0.00842216560383715,1.2601430963564386,33.45209996532084,large,193000
810,Henry County,Illinois,50486.0,49284.0,49754.0,46601.0,47846.0,43920.0,796.0,1078.0,93.0,109.0,191.0,197.0,14.0,16.0,814.0,1281.0,-2.380858059660104,-6.3371789202878155,-8.205492622162772,35.427135678391956,17.20430107526882,3.1413612565445024,14.285714285714285,57.37100737100738,IL,Henry_County_IL,18.046587658357183,94.77082755615417,89.11614317019723,1.5766747217050272,2.1873224575927277,0.18420948381729588,0.22116711305900494,0.37832270332369367,0.399724048372697,0.0277304599294854,0.032464897329762196,1.6123281701857939,2.5992208424640855,-5.654684385956941,0.6106477358877005,0.03695762924170906,0.021401345049003317,0.004734437400276795,0.9868926722782916,-18.704036821243136,medium,129500
811,Henry County,Indiana,49462.0,48914.0,48872.0,47287.0,47351.0,45401.0,1070.0,1071.0,72.0,84.0,156.0,198.0,5.0,8.0,218.0,525.0,-1.1079212324612835,-3.243165820919954,-4.1181812422124136,0.09345794392523366,16.666666666666664,26.923076923076923,60.0,140.8256880733945,IN,Henry_County_IN,43.72367312552654,95.73207715013545,92.81800711452753,2.163276859002871,2.1895571819928854,0.14556629331608104,0.17172997505826554,0.31539363551817556,0.4047920840659116,0.010108770369172293,0.016355235719834813,0.44074238809591204,1.0733123441141597,-2.9140700356079208,0.026280322990014593,0.026163681742184502,0.08939844854773604,0.0062464653506625195,0.6325699560182476,6.9730486459262195,medium,106700
812,Henry County,Iowa,20145.0,20482.0,19822.0,19506.0,18557.0,17990.0,447.0,506.0,61.0,86.0,461.0,453.0,22.0,8.0,274.0,463.0,1.6728716803176966,-1.5941882756533146,-3.055450773293097,13.19910514541387,40.98360655737705,-1.735357917570499,-63.63636363636363,68.97810218978103,IA,Henry_County_IA,30.26250207675694,92.11715065773146,87.83321941216678,2.218912881608339,2.4704618689581093,0.3028046661702656,0.4198808710086906,2.288409034499876,2.2116980763597303,0.10920824025812857,0.03905868567522702,1.360138992305783,2.260521433453764,-4.283931245564673,0.25154898734977005,0.11707620483842501,-0.07671095814014572,-0.07014955458290155,0.9003824411479813,-6.488122402843377,medium,114800
813,Henry County,Kentucky,15416.0,15678.0,15163.0,14943.0,14452.0,14215.0,419.0,372.0,38.0,60.0,31.0,36.0,9.0,0.0,214.0,260.0,1.6995329527763365,-1.4509002176350327,-1.639911430943814,-11.217183770883054,57.89473684210527,16.129032258064516,-100.0,21.49532710280374,KY,Henry_County_KY,39.25552804576113,93.74675661650234,90.66845260875111,2.717955371043072,2.3727516264829696,0.24649714582252205,0.3827018752391887,0.20108977685521534,0.2296211251435132,0.058380902957965754,0.0,1.388168137000519,1.658374792703151,-3.0783040077512283,-0.3452037445601026,0.13620472941666664,0.02853134828829787,-0.058380902957965754,0.2702066557026319,2.504903566160813,small,140400
814,Henry County,Ohio,28215.0,27662.0,27845.0,26376.0,26857.0,25244.0,117.0,160.0,89.0,103.0,105.0,126.0,2.0,4.0,675.0,739.0,-1.9599503810030128,-5.275632968216915,-6.005883010016011,36.75213675213676,15.730337078651685,20.0,100.0,9.481481481481481,OH,Henry_County_OH,30.04686532849942,95.18695729222046,91.25876653893428,0.4146730462519936,0.5784108162822644,0.3154350522771575,0.37235196298170775,0.3721424774056353,0.45549851782228323,0.00708842814105972,0.014460270407056611,2.3923444976076556,2.671534957703709,-3.9281907532861737,0.16373777003027085,0.05691691070455024,0.08335604041664796,0.007371842265996891,0.2791904600960535,-6.7037591511009005,medium,137200
815,Henry County,Tennessee,32330.0,32199.0,31814.0,30600.0,28827.0,27529.0,2599.0,2339.0,100.0,96.0,95.0,212.0,6.0,7.0,187.0,417.0,-0.40519641200123724,-3.8159300936694533,-4.502723141499289,-10.00384763370527,-4.0,123.15789473684211,16.666666666666664,122.99465240641712,TN,Henry_County_TN,31.927863855727708,89.16486235694401,85.49644398894375,8.03897309000928,7.264200751576136,0.3093102381688834,0.2981459051523339,0.2938447262604392,0.6584055405447374,0.018558614290133005,0.021739805584024347,0.5784101453758119,1.2950712755054505,-3.6684183680002604,-0.7747723384331442,-0.01116433301654951,0.3645608142842982,0.0031811912938913417,0.7166611301296386,-4.822760623872611,medium,116200
816,Henry County,Virginia,54151.0,50948.0,53309.0,48299.0,39487.0,35040.0,11841.0,11160.0,97.0,165.0,237.0,292.0,4.0,14.0,1643.0,1628.0,-5.914941552325904,-9.398037854771239,-11.261934307493606,-5.751203445654928,70.10309278350515,23.20675105485232,250.0,-0.9129640900791236,VA,Henry_County_VA,9.274624168241195,72.92016767926724,68.77600690900526,21.866632195157983,21.904687131977703,0.17912873261804954,0.3238596215749392,0.4376650477368839,0.5731333909083771,0.007386751860538125,0.027478998194237263,3.034108326716035,3.1954149328727333,-4.144160770261976,0.03805493681971939,0.14473088895688965,0.1354683431714932,0.02009224633369914,0.16130660615669834,-27.476000311359122,medium,110200
817,Herkimer County,New York,64519.0,60139.0,63740.0,56900.0,62320.0,55246.0,700.0,759.0,157.0,108.0,332.0,370.0,11.0,35.0,220.0,382.0,-6.788697902943319,-10.731095073737057,-11.351091142490374,8.428571428571429,-31.210191082802545,11.44578313253012,218.18181818181816,73.63636363636363,NY,Herkimer_County_NY,28.041111637027544,96.59170166927572,91.86384875039492,1.0849517196484757,1.262076190159464,0.2433391714068724,0.1795839638171569,0.5145771013189913,0.6152413575217413,0.017049241308761762,0.05819850679259715,0.3409848261752352,0.6351951312792031,-4.727852918880799,0.17712447051098823,-0.06375520758971548,0.10066425620274999,0.04114926548383539,0.29421030510396795,-8.709512842572774,medium,113500
818,Hernando County,Florida,172778.0,194515.0,169278.0,174448.0,154598.0,152496.0,8816.0,10263.0,613.0,826.0,1859.0,2669.0,74.0,107.0,3318.0,8087.0,12.580884140341942,3.0541476151655855,-1.3596553642349836,16.41333938294011,34.74714518760196,43.57181280258203,44.5945945945946,143.7311633514165,FL,Hernando_County_FL,107.70270270270268,89.47782703816458,78.39806698712182,5.102501475882346,5.276199778937357,0.3547905404623274,0.42464591419684855,1.0759471691997824,1.3721306840089453,0.042829526907360894,0.05500861116109298,1.92038338214356,4.157519985605223,-11.079760051042754,0.17369830305501122,0.06985537373452116,0.29618351480916294,0.012179084253732084,2.237136603461663,70.95207822310236,large,173000
819,Hertford County,North Carolina,24669.0,21552.0,24364.0,20813.0,8786.0,7622.0,14933.0,12393.0,274.0,206.0,131.0,123.0,5.0,3.0,235.0,466.0,-12.63529125623252,-14.574782465933344,-13.248349647165947,-17.009308243487578,-24.817518248175183,-6.106870229007633,-40.0,98.29787234042553,NC,Hertford_County_NC,7.385512729565701,35.61554988041672,35.36562731997031,60.53346305079249,57.50278396436526,1.1107057440512385,0.9558277654046028,0.5310308484332563,0.5707126948775055,0.02026835299363574,0.013919821826280623,0.9526125907008796,2.162212323682257,-0.24992256044641437,-3.0306790864272344,-0.15487797864663566,0.039681846444249214,-0.006348531167355117,1.2095997329813772,-29.365111750034618,medium,107800
